  -1.8730853024    0.5436616068    2.6005802334
  -1.3480853024   -0.3656650672    2.6005802334
  -1.0819066595    2.3438036859    1.8319268854
  -2.0140499686    1.9181081004    1.8319268854
  -2.5680704112    1.0560354645    1.8319268854
  -2.5680704112    0.0312877491    1.8319268854
  -1.5677555652    2.5071957164    0.7819268854
  -2.3949578736    1.9362191891    0.7819268854
  -2.8620631190    1.0462245018    0.7819268854
  -2.8620631190    0.0410987118    0.7819268854
  -2.5680704112    1.0560354645   -0.2680731146
  -0.2950853022    0.5826616068    3.3369268859
   0.6923939217    0.5826616068    3.0160754364
   0.0100625596    1.5218101574    3.0160754364
  -1.0939727759    1.1630873315    3.0160754364
  -1.0939727759    0.0022358821    3.0160754364
   0.0100625596   -0.3564869437    3.0160754364
   1.3026896452    0.5826616068    2.1760754364
   0.9288813176    1.6096915461    2.1760754364
  -0.0176345942    2.1561627626    2.1760754364
   0.9288813176   -0.4443683324    2.1760754364
  -1.5959578432    2.6052191894   -0.2540730950
   1.5058632819    2.1958998398   -1.3040730950
   0.5009147280    2.1219882811   -2.0727264430
   0.3329147181    2.1846614876    1.7819269051
   1.3203939420    2.1846614876    1.4610754557
   0.6380625799    3.1238100381    1.4610754557
  -0.4659727556    2.7650872123    1.4610754557
   1.9306896655    2.1846614876    0.6210754557
   1.5568813379    3.2116914268    0.6210754557
   0.6103654261    3.7581626433    0.6210754557
  -0.4659727556    3.5683751815    0.6210754557
   1.9306896655    2.1846614876   -0.4172216454
   1.5568813379    3.2116914268   -0.4172216454
   0.6103654261    3.7581626433   -0.4172216454
  -0.4659727556    3.5683751815   -0.4172216454
   0.6380625799    3.1238100381   -1.2572216454
  -1.4789727660    2.7783753412   -0.5929245649
  -2.1815026201    1.9411328637   -0.5929245649
  -0.4026345844    2.9681628029   -1.6312216660
  -1.4789727660    2.7783753412   -1.6312216660
  -2.1815026201    1.9411328637   -1.6312216660
  -2.1815026201    0.8481904307   -1.6312216660
   0.3073939315    1.3946616472   -2.4712216660
  -0.3749374306    2.3338101978   -2.4712216660
